Data da Geração: 01/12/2025;;;;;;;;;;;;;;;;;;;;;;;
Código do Contrato: 976;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato:;;;;;;;;;;;;;;;;;;;;;;;
Cliente: CENTAURO ENGENHARIA E INFORMATICA LTDA - EPP;;;;;;;;;;;;;;;;;;;;;;;
Código da Fatura: 394429;;;;;;;;;;;;;;;;;;;;;;;
Mês de referência: nov./2025;;;;;;;;;;;;;;;;;;;;;;;
Período apurado: 01/11/2025 à 30/11/2025;;;;;;;;;;;;;;;;;;;;;;;
Vencimento: 05/12/2025;;;;;;;;;;;;;;;;;;;;;;;
Status da fatura: A Pagar;;;;;;;;;;;;;;;;;;;;;;;
Código;Data da Transação;Hora da Transação;Data do Processamento;Tipo de Transação;Data da ativação;Quantidade de requisições;Placa;Tipo de Veículo;Marca do Veículo;Modelo do Veículo;TAG;Tipo de Tag;Apelido;Hierarquia;Categoria Cadastrada;Categoria cobrada;Estabelecimento;Endereço;Valor da Transação(R$);Valor utilizado de vale-pedágio(R$);Valor cobrado(R$);Valor Pago;MDF-e
6685899;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;13/12/2024;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;;;;;-11,30;0,00;-11,30;;Não
6685901;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;23/02/2024;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;;;;;-11,30;0,00;-11,30;;Não
6685903;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;08/07/2025;;GCK9D18;Passeio;FIAT;PALIO WEEKEND;"6790100008630617	";Tag;FIAT PALIO WEEKEND;;;;;;-11,30;0,00;-11,30;;Não
6685905;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;24/02/2022;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;;;;;-11,30;0,00;-11,30;;Não
6685906;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;15/08/2025;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;;;;;-11,30;0,00;-11,30;;Não
6685909;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;15/08/2025;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;;;;;-11,30;0,00;-11,30;;Não
6685911;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;15/08/2025;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;;;;;-11,30;0,00;-11,30;;Não
6685913;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;10/11/2025;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;;;;;-11,30;0,00;-11,30;;Não
6685917;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag;10/11/2025;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;;;;;-11,30;0,00;-11,30;;Não
6685921;01/12/2025;07:57:42;01/12/2025 07:57:42;Mensalidade de Tag em estoque (1);;;;;;;;;;;;;;;-11,30;0,00;-11,30;;Não
a49640b9-3666-4f71-a9f4-b1294d5c1239;03/11/2025;12:06:25;03/11/2025 12:27:38;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
20fb8481-e578-45cd-b998-304078b10d88;03/11/2025;12:20:30;03/11/2025 12:36:36;Pedágio;;;KZP9I09;Passeio;CHEVROLET;s10;"6790100001694933	";Tag;s10;;2 eixos rodagem simples;3 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-5,99;0,00;-5,99;;Não
7b825d02-2887-4b81-b63f-3990995d0f32;03/11/2025;12:43:16;03/11/2025 12:53:07;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;LAMSA;Avenida Governador Carlos Lacerda, KM 004+000, Rio de Janeiro - RJ;-3,80;0,00;-3,80;;Não
79ec2e0c-bfa6-4799-8bb5-0eb653c3ff45;03/11/2025;13:07:28;03/11/2025 13:08:39;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
935e1214-3022-4302-9215-3fdb59e65e14;03/11/2025;12:52:37;03/11/2025 13:12:44;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
b26bc5e7-33b6-4e8b-9b30-11f058c6ec30;03/11/2025;13:18:48;03/11/2025 13:41:08;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 447+300, Mangaratiba - RJ;-4,56;0,00;-4,56;;Não
76d356b2-e3a3-4dd6-bc0d-f2b1ff8dfa33;03/11/2025;13:46:06;03/11/2025 13:46:50;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
86c7fa70-9eff-4d33-8cdf-bb9b8766d1bd;03/11/2025;14:36:02;03/11/2025 14:37:30;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 123+000, Campos dos Goytacazes - RJ;-7,50;0,00;-7,50;;Não
178ee8b7-6184-4825-96b7-1cdaa713fe1b;03/11/2025;16:10:56;03/11/2025 16:27:49;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 447+300, Mangaratiba - RJ;-4,56;0,00;-4,56;;Não
9c62c143-f36b-4f13-95e7-17035354e9c6;03/11/2025;16:35:23;03/11/2025 16:38:59;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,98;0,00;-9,98;;Não
cb0df32f-ba42-4bc5-9c59-216556304b12;03/11/2025;16:37:20;03/11/2025 16:56:53;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
7853be24-ae4a-4edb-ae72-49ee382ce8bb;03/11/2025;17:04:52;03/11/2025 17:41:57;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;ViaRio;Corredor Presidente Tancredo Neves, KM 004+500, Rio de Janeiro - RJ;-8,95;0,00;-8,95;;Não
447a47f6-e0bb-422c-a4bd-caf5c942c823;03/11/2025;18:28:35;03/11/2025 18:28:52;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,98;0,00;-9,98;;Não
89e3abbb-fdbf-4c95-b113-0e02f1ddd5f1;04/11/2025;08:23:16;04/11/2025 08:23:27;Pedágio;;;GCK9D18;Passeio;FIAT;PALIO WEEKEND;"6790100008630617	";Tag;FIAT PALIO WEEKEND;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 320+800, Guarapari - ES;-4,09;0,00;-4,09;;Não
f1ea98ad-1d7e-4076-ab11-6d6b670dddbc;04/11/2025;08:40:06;04/11/2025 08:40:34;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
451c1c20-7a51-41d3-aa18-f3826c5d519a;04/11/2025;11:57:53;04/11/2025 11:57:59;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
c9a75bd8-e4b3-472d-9f3f-052935b60be0;04/11/2025;13:11:11;04/11/2025 13:11:32;Pedágio;;;RMS4F05;Passeio;TOYOTA;/TOYOTA HILUX CDLOWM;"6790100000196997	";Tag;HILUX;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
0639af8a-7b75-46c2-9c9b-7e4f4d979daf;04/11/2025;14:01:04;04/11/2025 14:46:12;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
ade60a84-e79f-407c-bd28-75c2313c8645;04/11/2025;17:18:08;04/11/2025 17:19:11;Pedágio;;;GCK9D18;Passeio;FIAT;PALIO WEEKEND;"6790100008630617	";Tag;FIAT PALIO WEEKEND;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 320+800, Guarapari - ES;-4,09;0,00;-4,09;;Não
22a941a1-8ba2-45de-8679-5117de0d156f;04/11/2025;17:58:08;04/11/2025 17:58:23;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
e83cc673-9f24-4ffe-8a8b-53a64c95f348;04/11/2025;18:11:57;04/11/2025 18:12:12;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
261101ff-c9bb-4897-8598-774b7f8a78eb;04/11/2025;18:23:57;04/11/2025 19:13:21;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
c6736f4c-c87e-4794-919a-433df213f7d3;04/11/2025;19:14:06;04/11/2025 19:15:32;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
13637784-c27b-4318-823a-170da7bc1f7b;05/11/2025;08:26:53;05/11/2025 08:27:05;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
c15670ba-5807-450f-b92c-e19545d2fcc8;05/11/2025;08:31:50;05/11/2025 09:26:13;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;ViaRio;Corredor Presidente Tancredo Neves, KM 004+500, Rio de Janeiro - RJ;-8,95;0,00;-8,95;;Não
54d135da-d6fa-4808-b240-71473e271b04;05/11/2025;10:30:05;05/11/2025 10:30:33;Pedágio;;;PVP5398;Passeio;CHEVROLET;CHEVROLET MONTANA LS;"6790100000137058	";Tag;CHEVROLET MONTANA LS;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
4a5fb17f-61d9-4e14-93ac-3b354b33b9c8;05/11/2025;09:47:01;05/11/2025 10:36:34;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;ViaRio;Corredor Presidente Tancredo Neves, KM 004+500, Rio de Janeiro - RJ;-8,95;0,00;-8,95;;Não
921dca7c-c880-49fe-897e-06eade5af543;05/11/2025;11:25:46;05/11/2025 11:25:58;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
ac93fbbf-e749-4b38-90f2-ff86a6f35097;05/11/2025;11:56:30;05/11/2025 11:56:49;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 118+200, Magé - RJ;-18,34;0,00;-18,34;;Não
7eadf519-d3e0-4ad0-b888-8f21706bea19;05/11/2025;12:42:49;05/11/2025 13:36:15;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
70c179e2-0e3d-408e-bb20-2acde84dcf49;05/11/2025;19:06:52;05/11/2025 19:07:26;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 118+200, Magé - RJ;-18,34;0,00;-18,34;;Não
ee1d2843-ffad-47ea-9629-4d95ca9a87d4;06/11/2025;06:40:35;06/11/2025 06:40:57;Pedágio;;;RMR6D75;Passeio;MITSUBISHI;TRITON SPO GL;"6790100000196989	";Tag;L200;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
914152fd-8e52-4cbd-8c00-10e859bc8bb9;06/11/2025;15:43:53;06/11/2025 15:43:57;Pedágio;;;RMR6D75;Passeio;MITSUBISHI;TRITON SPO GL;"6790100000196989	";Tag;L200;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
11e75a4d-c9f9-4c91-8783-c16edcb88309;06/11/2025;15:53:42;06/11/2025 15:53:51;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
8727216b-24b6-4960-ae98-2da49e42b2aa;06/11/2025;16:13:29;06/11/2025 16:56:00;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
7ee996db-831e-4e41-b0ca-41993a07a128;07/11/2025;06:45:50;07/11/2025 06:46:15;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-14,57;0,00;-14,57;;Não
a3a838f1-84a3-42f6-8a15-6d1a9b489983;07/11/2025;06:58:14;07/11/2025 07:28:00;Pedágio;;;QXL0J20;Passeio;RENAULT;KWID;"6790100003644134	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
941f9593-f844-4c1c-8b86-1621836b738b;07/11/2025;07:51:17;07/11/2025 08:02:43;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
dd9b91cb-9d87-4565-b74b-6f7c21e574c5;07/11/2025;09:03:27;07/11/2025 09:03:49;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
bdac7296-bdc4-4c55-b109-05850b0f9782;07/11/2025;08:36:56;07/11/2025 09:05:08;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Presidente Dutra, KM 318+900, Itatiaia - RJ;-13,78;0,00;-13,78;;Não
c55fb223-6f55-4f5e-bfbd-bc4e6e7c7954;07/11/2025;09:23:23;07/11/2025 09:23:39;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;LAMSA;Avenida Governador Carlos Lacerda, KM 004+000, Rio de Janeiro - RJ;-3,80;0,00;-3,80;;Não
a8723d4e-8c9b-4e75-8ebf-fc055bc83d9d;07/11/2025;09:35:51;07/11/2025 09:36:05;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
ba37126a-413c-4173-ba69-5ece32253825;07/11/2025;09:57:57;07/11/2025 09:58:55;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
8593b11b-9d01-4f93-9838-fd4ceeae2f5a;07/11/2025;09:37:52;07/11/2025 10:07:48;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Presidente Dutra, KM 086+950, Pindamonhangaba - SP;-16,06;0,00;-16,06;;Não
defa2b09-769d-4f68-ae3d-1f32bcff4fa4;07/11/2025;10:07:23;07/11/2025 10:07:53;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Leste Paulista;Rodovia Governador Carvalho Pinto, KM 114+000, Caçapava - SP;-5,50;0,00;-5,50;;Não
f8b123d8-bf60-4f0a-8870-3a3bcea21786;07/11/2025;09:59:20;07/11/2025 10:08:23;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
c417fdb5-a704-45f0-942b-f0e685f06d42;07/11/2025;10:18:13;07/11/2025 10:18:44;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Leste Paulista;Rodovia Governador Carvalho Pinto, KM 092+500, São José dos Campos - SP;-5,40;0,00;-5,40;;Não
bddb0de3-4eff-4f8a-b88d-bdae675fca14;07/11/2025;10:35:48;07/11/2025 10:36:19;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Leste Paulista;Rodovia Ayrton Senna da Silva, KM 057+800, Guararema - SP;-5,40;0,00;-5,40;;Não
833df306-fad1-4aec-a101-0ab08703df87;07/11/2025;10:39:25;07/11/2025 10:39:57;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
be2c4209-05b6-4fea-99f8-a6e80231ccd3;07/11/2025;11:12:02;07/11/2025 11:14:23;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;SPMar;Rodoanel Mário Covas, KM 088+000, Ribeirão Pires - SP;-4,10;0,00;-4,10;;Não
4b111b98-a8b8-40e1-a0e7-573b6a024817;07/11/2025;11:55:33;07/11/2025 12:36:16;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;CRP Concessionária;BR-393, KM 003+300, Pirapetinga - MG;-11,00;0,00;-11,00;;Não
4d0638b5-4363-449a-9d40-07e6964feb7e;07/11/2025;13:24:46;07/11/2025 13:34:14;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,10;0,00;-4,10;;Não
0f9b88a4-7724-441d-94ee-5d8ba2b60cd0;07/11/2025;16:01:59;07/11/2025 16:02:27;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
b669ec80-8e6f-44aa-af7f-a89f4ecf29fb;07/11/2025;15:43:10;07/11/2025 16:39:50;Pedágio;;;KQW4792;Passeio;FIAT;PALIO;"6790200000365350	";Tag;PALIO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaRio;Corredor Presidente Tancredo Neves, KM 004+500, Rio de Janeiro - RJ;-8,95;0,00;-8,95;;Não
a6322d11-1874-4fcb-9bfc-3276099dab71;07/11/2025;16:58:16;07/11/2025 16:58:46;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 118+200, Magé - RJ;-18,34;0,00;-18,34;;Não
