4f1749c6-5298-48ec-9c67-8cc3066c6c59;01/12/2025;15:03:03;01/12/2025 15:03:25;Pedágio;;;KZP9I09;Passeio;CHEVROLET;s10;"6790100001694933	";Tag;s10;;2 eixos rodagem simples;3 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-5,99;0,00;-5,99;;Não
22365f99-daa4-4068-80ee-5a1be13f57f1;01/12/2025;15:05:35;01/12/2025 15:06:48;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
41194def-4544-422b-b6be-8c04079023e6;01/12/2025;14:21:18;01/12/2025 16:48:11;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
7a142a0e-ab6a-4eaf-82ca-31e31888f26b;01/12/2025;17:05:48;01/12/2025 17:17:01;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
df28e059-53bd-45b8-8809-877ee94de2b1;01/12/2025;17:05:52;01/12/2025 17:17:05;Pedágio;;;PUC3186;Passeio;FIAT;UNO VIVACE 1.0;"6790100000821776	";Tag;UNO VIVACE;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
48813657-1a53-4ec3-9430-a8390153645b;01/12/2025;17:05:50;01/12/2025 17:17:07;Pedágio;;;LQS5041;Passeio;FIAT;UNO;"6790100000232487	";Tag;UNO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
42457c77-22ad-4f32-82bf-672f86dc2f10;01/12/2025;19:39:46;01/12/2025 19:39:54;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
8804572e-c1fb-4040-bfc3-2126b9ee5e64;01/12/2025;18:56:33;02/12/2025 02:45:56;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 447+300, Mangaratiba - RJ;-4,56;0,00;-4,56;;Não
859b8eac-59d2-4ef8-ad52-2415bc8018fb;01/12/2025;19:23:51;02/12/2025 02:45:59;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
237f9519-2052-4cb8-a07c-7696afd50afb;02/12/2025;07:10:14;02/12/2025 07:10:59;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,98;0,00;-9,98;;Não
7a01acf4-9445-4f9a-87a4-af0b4a79652e;02/12/2025;07:19:44;02/12/2025 07:36:05;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
0291397d-c68c-4bc7-90e6-0e5fe949bb3d;02/12/2025;07:26:52;02/12/2025 07:36:11;Pedágio;;;QXL0J20;Passeio;RENAULT;KWID;"6790100003644134	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
101d99a4-d083-4979-af63-979fc774816a;02/12/2025;08:21:28;02/12/2025 08:21:43;Pedágio;;;GCK9D18;Passeio;FIAT;PALIO WEEKEND;"6790100008630617	";Tag;FIAT PALIO WEEKEND;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 320+800, Guarapari - ES;-4,09;0,00;-4,09;;Não
a0bd1673-f088-46e6-ab59-fded77d64dec;02/12/2025;09:56:11;02/12/2025 09:56:23;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
e9cb3eb5-0409-48c3-ab2c-0672683030ab;02/12/2025;10:26:30;02/12/2025 10:26:47;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
be8b9a1d-971d-4d22-9c9b-ff76aeda8f61;02/12/2025;10:43:11;02/12/2025 10:53:03;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 002+000, Itaboraí - RJ;-9,60;0,00;-9,60;;Não
78dceb2d-bd37-4a10-ab17-1ac8fa14199f;02/12/2025;11:34:23;02/12/2025 11:34:40;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
55bc53d9-6416-46e2-949c-77a22b56bf83;02/12/2025;11:32:34;02/12/2025 11:53:08;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 049+000, Cachoeiras de Macacu - RJ;-9,60;0,00;-9,60;;Não
021ca9cb-3ac9-4740-95bb-a44a7d0e669f;02/12/2025;13:16:09;02/12/2025 13:17:15;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
b16ab08b-3770-4f34-931b-5859b0d67358;02/12/2025;16:40:04;02/12/2025 16:53:22;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 049+000, Cachoeiras de Macacu - RJ;-9,60;0,00;-9,60;;Não
c3f85e5b-05d4-4994-bea2-99e6ef5b46af;02/12/2025;16:57:06;02/12/2025 16:58:03;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,61;0,00;-9,61;;Não
287de300-b3fc-4e9d-9f61-6e362109f729;02/12/2025;17:18:55;02/12/2025 17:19:06;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
7f7c1566-e299-4394-8b8b-1bd2b75fb38a;02/12/2025;16:44:51;02/12/2025 17:20:32;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
451ca62c-e4a2-4715-9659-bc9c06159642;02/12/2025;16:46:03;02/12/2025 17:20:34;Pedágio;;;QXL0J20;Passeio;RENAULT;KWID;"6790100003644134	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;RioSP;Rodovia Rio Santos, KM 419+900, Itaguaí - RJ;-4,56;0,00;-4,56;;Não
c3833edd-be94-4685-8366-a7c25efbf56d;02/12/2025;17:53:28;02/12/2025 17:54:33;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
d60a8f68-0a23-43fb-be84-32bb5a0ec72f;02/12/2025;17:25:41;02/12/2025 17:58:12;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Rota 116;RJ-116, KM 002+000, Itaboraí - RJ;-9,60;0,00;-9,60;;Não
8ebb6bbc-7954-44df-ac70-cdf8a1a59ef6;02/12/2025;18:00:36;02/12/2025 18:00:54;Pedágio;;;GCK9D18;Passeio;FIAT;PALIO WEEKEND;"6790100008630617	";Tag;FIAT PALIO WEEKEND;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 320+800, Guarapari - ES;-4,09;0,00;-4,09;;Não
2c2d6970-1797-4d90-b99b-6210dee19f92;03/12/2025;08:16:29;03/12/2025 08:17:02;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
fa32da4b-9235-4373-aefa-31c747635eba;03/12/2025;08:40:47;03/12/2025 08:41:13;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,61;0,00;-9,61;;Não
9005579a-d9db-4fed-bfb4-99ae14a2b4b4;03/12/2025;08:50:53;03/12/2025 08:51:14;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-14,57;0,00;-14,57;;Não
5c49bc77-9416-41ca-b345-98541e472a6d;03/12/2025;11:25:50;04/12/2025 03:13:00;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
2404314d-e94a-4949-bdd5-dc770904f00c;04/12/2025;09:30:25;04/12/2025 09:30:44;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
55ed8501-febd-4778-80fc-292ea088d941;04/12/2025;10:02:20;04/12/2025 10:02:45;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 118+200, Magé - RJ;-18,34;0,00;-18,34;;Não
4d650d5f-fe2c-4ca7-ba7c-563b8c4d2b87;04/12/2025;10:42:43;04/12/2025 10:42:55;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;LAMSA;Avenida Governador Carlos Lacerda, KM 004+000, Rio de Janeiro - RJ;-3,80;0,00;-3,80;;Não
5c49bc77-9416-41ca-b345-98541e472a6d;03/12/2025;11:25:50;04/12/2025 10:50:51;Estorno Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;7,50;0,00;7,50;;Não
868a0556-1bee-484e-9ad7-437da9d4880a;04/12/2025;10:44:54;04/12/2025 11:17:01;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;ViaLagos;RJ-124, KM 021+500, Rio Bonito - RJ;-18,40;0,00;-18,40;;Não
e117e2ec-4d6c-453f-a5a6-94c60918f1d8;04/12/2025;13:05:04;04/12/2025 13:05:32;Pedágio;;;LQS5041;Passeio;FIAT;UNO;"6790100000232487	";Tag;UNO;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
45839047-39a3-4549-a872-8ffc3d3b368e;03/12/2025;12:14:29;04/12/2025 14:03:14;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
45839047-39a3-4549-a872-8ffc3d3b368e;03/12/2025;12:14:29;04/12/2025 15:00:38;Estorno Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;7,50;0,00;7,50;;Não
e07b59bf-bb7c-4cb0-8978-b832e8a2fc8b;04/12/2025;15:02:15;04/12/2025 15:02:47;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
274d075d-7fef-47a3-a33c-18b812088559;04/12/2025;15:15:01;04/12/2025 15:15:37;Pedágio;;;LQS5041;Passeio;FIAT;UNO;"6790100000232487	";Tag;UNO;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
e45f32e0-83e4-4e0c-9cc1-dcb1b85c1a11;04/12/2025;15:14:45;04/12/2025 15:15:49;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 118+200, Magé - RJ;-18,34;0,00;-18,34;;Não
78cd1196-faee-4cc5-9e9b-0e26da84115e;04/12/2025;15:33:12;04/12/2025 15:34:02;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
e6482beb-f2d9-4571-9373-7c69ae7ba635;04/12/2025;15:35:18;04/12/2025 16:27:50;Pedágio;;;LLV7582;Passeio;FIAT;STRADA;"6790100005920235	";Tag;STRADA;;2 eixos rodagem simples;2 eixos rodagem simples;ViaRio;Corredor Presidente Tancredo Neves, KM 004+500, Rio de Janeiro - RJ;-8,95;0,00;-8,95;;Não
f4898b6e-f72d-43f6-9e0d-4cc425840390;04/12/2025;19:13:19;04/12/2025 22:54:18;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
25fa4992-8df3-4c36-b1ce-545ad2ab583d;05/12/2025;07:48:01;05/12/2025 07:49:07;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,61;0,00;-9,61;;Não
61b9ae0c-da17-4621-8910-97f5d285b362;05/12/2025;08:16:54;05/12/2025 08:17:07;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
83b7a1ee-0c23-43ab-af3f-aa9d9b0fbce7;05/12/2025;08:23:58;05/12/2025 08:24:10;Pedágio;;;NAX6H44;Passeio;RENAULT;KWID;"6790100005918650	";Tag;KWID;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
0346411b-3d47-4828-8f6d-47a99860bbf8;05/12/2025;09:55:53;05/12/2025 09:57:16;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
e911866f-008c-450f-874a-e5b2492658f2;05/12/2025;09:59:28;05/12/2025 09:59:38;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Ponte;Ponte Presidente Costa e Silva, KM 322+000, Niterói - RJ;-6,20;0,00;-6,20;;Não
02e0b1f0-2dc4-4165-b949-afec79d07586;05/12/2025;10:29:17;05/12/2025 10:30:11;Pedágio;;;TOL4D72;Passeio;FIAT;STRADA FREEDOM CD13;"6790100009073916	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Elovias;BR-040, KM 102+000, Duque de Caxias - RJ;-19,95;0,00;-19,95;;Não
89c2fae8-b7e8-4c07-b23c-54a79885ffbc;05/12/2025;14:01:29;05/12/2025 14:02:14;Pedágio;;;TOJ0A45;Passeio;FIAT;FIAT ARGO;"6790100009571695	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 207+100, Seropédica - RJ;-15,58;0,00;-15,58;;Não
0a68cdce-030b-4c7a-8dcc-155bb21cb009;05/12/2025;14:51:50;05/12/2025 14:52:45;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 192+000, Casimiro de Abreu - RJ;-7,50;0,00;-7,50;;Não
6b5d5894-3ff1-4ec9-b5c0-b1513537dc1c;05/12/2025;15:46:04;05/12/2025 15:46:39;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 252+000, Rio Bonito - RJ;-7,50;0,00;-7,50;;Não
f17d7405-9d0c-45ff-860c-e39b2a6b6231;05/12/2025;16:26:24;05/12/2025 16:27:09;Pedágio;;;RTG4I96;Passeio;FIAT;STRADA FREEDOM;"6790100005918593	";Tag;STRADA FREEDOM;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 112+700, Itaguaí - RJ;-9,25;0,00;-9,25;;Não
e5761587-a020-47d4-9cd8-7218422f433b;05/12/2025;16:47:54;05/12/2025 16:49:08;Pedágio;;;TOJ0A44;Passeio;FIAT;FIAT ARGO;"6790100009571836	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Autopista Fluminense;BR-101, KM 299+000, São Gonçalo - RJ;-7,50;0,00;-7,50;;Não
45026ce0-7b2d-48e6-9dfe-ad093f9a08bb;05/12/2025;17:26:08;05/12/2025 17:27:43;Pedágio;;;TOL4D70;Passeio;FIAT;STRADA FREEDOM CD13;"6790100010321288	";Tag;STRADA FREEDOM CD13;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-493, KM 013+670, Guapimirim - RJ;-19,10;0,00;-19,10;;Não
a41eb152-110e-43f7-8436-58b0130b536b;06/12/2025;06:43:19;06/12/2025 06:43:32;Pedágio;;;RMR6D75;Passeio;MITSUBISHI;TRITON SPO GL;"6790100000196989	";Tag;L200;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
5b545bf6-0838-41d8-bac8-3e10adf45701;06/12/2025;09:24:35;06/12/2025 09:24:51;Pedágio;;;RMR6D75;Passeio;MITSUBISHI;TRITON SPO GL;"6790100000196989	";Tag;L200;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
4b16c903-c875-4158-af55-d6ad676ce4d6;06/12/2025;09:24:32;06/12/2025 09:24:51;Pedágio;;;KZP9I09;Passeio;CHEVROLET;s10;"6790100001694933	";Tag;s10;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Capixaba;BR-101, KM 241+700, Serra - ES;-3,99;0,00;-3,99;;Não
7f37a31a-70ad-4acc-8a24-b6ebd0351771;01/12/2025;15:50:15;07/12/2025 13:42:36;Pedágio;;;TOJ0A40;Passeio;FIAT;FIAT ARGO;"6790100009572370	";Tag;FIAT ARGO;;2 eixos rodagem simples;2 eixos rodagem simples;Ecovias Rio Minas;BR-116, KM 784+320, Leopoldina - MG;-13,11;0,00;-13,11;;Não
